post,reply,comment,total,liked,test_grade,homework_grade,exam_grade,discussion_grade,final_grade,grade_level
6.0,1.0,0.0,7.0,0.0,131.94,175.0,37.5,0.0,49.63,3.0
1.0,8.0,6.0,15.0,1.0,166.32,329.0,48.5,20.0,48.79,3.0
0.0,9.0,0.0,9.0,0.0,138.64,281.5,59.0,50.0,48.08,3.0
7.0,12.0,1.0,20.0,6.0,151.14,350.5,40.32,20.0,47.42,3.0
0.0,0.0,0.0,0.0,0.0,153.32,278.0,60.0,40.0,46.18,3.0
1.0,5.0,0.0,6.0,0.0,153.32,278.0,60.0,40.0,46.18,3.0
3.0,10.0,0.0,13.0,0.0,166.66,266.0,58.5,20.0,45.86,3.0
3.0,5.0,0.0,8.0,1.0,151.46,277.75,57.32,20.0,43.95,3.0
4.0,127.0,16.0,147.0,75.0,158.5,297.5,57.5,0.0,42.41,3.0
3.0,9.0,0.0,12.0,1.0,126.82,242.59,45.5,20.0,40.26,3.0
0.0,0.0,0.0,0.0,0.0,152.0,220.75,43.5,20.0,40.21,3.0
4.0,4.0,0.0,8.0,0.0,152.64,281.55,51.5,0.0,39.42,3.0
3.0,3.0,2.0,8.0,0.0,166.32,211.5,58.5,0.0,39.17,3.0
0.0,10.0,2.0,12.0,9.0,66.32,219.75,47.0,40.0,32.0,3.0
3.0,14.0,0.0,17.0,4.0,126.14,238.75,56.82,0.0,31.8,3.0
0.0,7.0,0.0,7.0,0.0,111.64,223.4,0.0,0.0,29.79,3.0
17.0,21.0,2.0,40.0,6.0,22.0,0.0,40.16,10.0,27.58,3.0
0.0,6.0,1.0,7.0,0.0,137.6,110.75,22.5,0.0,27.51,3.0
44.0,9.0,3.0,56.0,5.0,119.14,67.75,0.0,20.0,26.25,3.0
8.0,1.0,0.0,9.0,2.0,120.5,176.25,0.0,0.0,25.51,3.0
0.0,49.0,4.0,53.0,14.0,79.32,156.5,0.0,0.0,18.93,3.0
0.0,13.0,4.0,17.0,4.0,42.0,102.25,57.5,10.0,16.81,3.0
0.0,6.0,0.0,6.0,0.0,10.0,24.5,51.0,60.0,15.86,3.0
7.0,6.0,0.0,13.0,0.0,68.96,57.0,0.0,0.0,11.2,3.0
8.0,7.0,0.0,15.0,0.0,75.96,0.0,0.0,0.0,10.0,3.0
4.0,6.0,2.0,12.0,0.0,66.82,0.0,0.0,0.0,9.98,3.0
1.0,12.0,1.0,14.0,4.0,53.0,64.0,0.0,0.0,9.78,3.0
14.0,8.0,7.0,29.0,11.0,45.66,71.5,0.0,0.0,9.67,3.0
7.0,4.0,1.0,12.0,4.0,53.46,10.0,35.82,0.0,9.02,3.0
8.0,8.0,2.0,18.0,1.0,49.78,0.0,0.0,0.0,7.22,3.0
3.0,1.0,2.0,6.0,0.0,35.5,6.0,0.0,0.0,4.94,3.0
4.0,113.0,0.0,117.0,74.0,0.0,0.0,0.0,20.0,4.0,3.0
2.0,3.0,1.0,6.0,2.0,0.0,0.0,0.0,20.0,4.0,3.0
4.0,4.0,2.0,10.0,0.0,15.0,0.0,0.0,0.0,3.75,3.0
11.0,6.0,0.0,17.0,0.0,20.0,0.0,0.0,0.0,3.25,3.0
0.0,4.0,4.0,8.0,0.0,3.0,0.0,0.0,0.0,0.75,3.0
0.0,4.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.25,3.0
0.0,7.0,0.0,7.0,1.0,100.0,0.0,0.0,0.0,15.47,3.0
0.0,9.0,0.0,9.0,0.0,234.0,0.0,16.0,0.0,43.94,3.0
0.0,9.0,0.0,9.0,0.0,46.0,0.0,0.0,0.0,7.53,3.0
0.0,4.0,4.0,8.0,0.0,207.0,0.0,60.0,0.0,83.02,1.0
0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,100.0,98.0,1.0
0.0,9.0,0.0,9.0,0.0,44.0,0.0,0.0,40.0,64.0,2.0
0.0,4.0,4.0,8.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
1.0,18.0,7.0,26.0,2.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,9.0,0.0,9.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
1.0,18.0,7.0,26.0,2.0,22.5,0.0,0.0,0.0,86.9,1.0
0.0,9.0,0.0,9.0,0.0,58.0,14.0,0.0,0.0,6.89,3.0
0.0,4.0,4.0,8.0,0.0,12.0,0.0,0.0,0.0,1.71,3.0
3.0,0.0,0.0,3.0,1.0,25.0,24.0,97.0,0.0,47.2,3.0
2.0,3.0,0.0,5.0,0.0,159.5,269.67,49.0,10.0,70.93,2.0
2.0,3.0,0.0,5.0,2.0,127.96,288.17,51.32,20.0,67.86,2.0
0.0,0.0,0.0,0.0,0.0,114.32,172.92,44.5,10.0,53.72,3.0
0.0,5.0,0.0,5.0,0.0,119.0,123.17,38.0,20.0,51.63,3.0
0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,27.13,3.0
0.0,2.0,0.0,2.0,0.0,24.0,9.5,0.0,20.0,10.79,3.0
0.0,2.0,0.0,2.0,1.0,9.0,17.5,0.0,0.0,3.31,3.0
0.0,3.0,0.0,3.0,6.0,169.82,352.0,55.0,20.0,78.76,2.0
0.0,2.0,0.0,2.0,0.0,174.14,334.84,109.5,20.0,76.54,2.0
0.0,2.0,0.0,2.0,0.0,170.64,222.5,50.0,30.0,71.69,2.0
3.0,2.0,0.0,5.0,0.0,168.32,273.0,43.5,20.0,68.3,2.0
0.0,5.0,0.0,5.0,8.0,101.46,291.0,41.0,20.0,60.97,2.0
0.0,2.0,0.0,2.0,0.0,140.12,234.0,44.32,0.0,60.55,2.0
3.0,1.0,0.0,4.0,4.0,173.32,325.5,59.0,30.0,52.22,3.0
0.0,2.0,0.0,2.0,0.0,86.64,96.5,46.5,20.0,49.57,3.0
0.0,0.0,0.0,0.0,0.0,170.82,229.5,0.0,10.0,41.89,3.0
2.0,2.0,0.0,4.0,1.0,152.0,220.75,43.5,20.0,40.21,3.0
0.0,0.0,0.0,0.0,0.0,141.96,279.0,48.5,0.0,37.97,3.0
1.0,4.0,0.0,5.0,1.0,133.14,176.75,0.0,20.0,32.85,3.0
1.0,2.0,0.0,3.0,9.0,79.82,0.0,33.0,0.0,31.85,3.0
0.0,0.0,0.0,0.0,0.0,104.78,149.33,0.0,30.0,30.3,3.0
0.0,2.0,0.0,2.0,0.0,120.14,109.25,0.0,20.0,28.84,3.0
0.0,5.0,0.0,5.0,1.0,109.32,234.33,0.0,0.0,28.07,3.0
0.0,3.0,0.0,3.0,0.0,120.32,59.0,50.5,20.0,28.07,3.0
1.0,1.0,0.0,2.0,0.0,145.0,12.0,0.0,20.0,27.17,3.0
0.0,2.0,0.0,2.0,0.0,102.82,111.0,0.0,20.0,25.62,3.0
3.0,0.0,0.0,3.0,1.0,121.32,149.0,0.0,0.0,25.05,3.0
0.0,0.0,0.0,0.0,0.0,113.64,32.25,44.5,20.0,24.87,3.0
3.0,0.0,2.0,5.0,0.0,79.64,204.1,0.0,0.0,24.13,3.0
0.0,0.0,0.0,0.0,0.0,103.96,142.0,0.0,0.0,20.91,3.0
0.0,0.0,0.0,0.0,0.0,76.64,69.41,0.0,0.0,16.14,3.0
0.0,3.0,0.0,3.0,0.0,87.0,12.5,43.0,10.0,15.69,3.0
0.0,0.0,0.0,0.0,0.0,77.5,70.97,0.0,0.0,15.1,3.0
1.0,2.0,0.0,3.0,0.0,89.78,34.25,0.0,0.0,14.75,3.0
4.0,0.0,0.0,4.0,0.0,85.46,36.5,0.0,0.0,13.88,3.0
4.0,1.0,0.0,5.0,4.0,46.5,71.0,22.5,0.0,12.23,3.0
2.0,1.0,0.0,3.0,0.0,81.0,10.75,0.0,0.0,11.97,3.0
2.0,3.0,0.0,5.0,0.0,70.64,34.5,0.0,0.0,11.83,3.0
0.0,0.0,0.0,0.0,0.0,72.32,30.0,0.0,0.0,11.71,3.0
0.0,3.0,0.0,3.0,0.0,55.0,85.75,0.0,0.0,11.18,3.0
2.0,3.0,0.0,5.0,2.0,62.0,8.25,0.0,0.0,10.71,3.0
0.0,0.0,0.0,0.0,0.0,44.82,0.0,0.0,20.0,10.6,3.0
0.0,0.0,0.0,0.0,0.0,55.82,49.0,0.0,0.0,10.37,3.0
2.0,2.0,0.0,4.0,0.0,70.14,0.0,0.0,0.0,9.64,3.0
0.0,0.0,0.0,0.0,0.0,22.0,23.5,51.32,10.0,8.81,3.0
0.0,2.0,0.0,2.0,3.0,40.98,39.5,0.0,0.0,8.03,3.0
1.0,2.0,1.0,4.0,0.0,31.82,3.5,0.0,10.0,7.55,3.0
1.0,1.0,0.0,2.0,1.0,22.0,51.75,0.0,0.0,6.4,3.0
0.0,0.0,0.0,0.0,0.0,8.0,38.25,0.0,10.0,6.13,3.0
0.0,0.0,0.0,0.0,0.0,23.0,34.0,0.0,0.0,5.5,3.0
1.0,3.0,1.0,5.0,2.0,30.0,0.0,0.0,0.0,5.0,3.0
5.0,1.0,0.0,6.0,1.0,25.0,17.0,0.0,0.0,4.85,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,3.5,3.0
0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,10.0,3.5,3.0
0.0,0.0,0.0,0.0,0.0,6.82,7.5,0.0,10.0,3.27,3.0
1.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,10.0,3.25,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,3.0,3.0
1.0,1.0,0.0,2.0,0.0,9.0,26.0,0.0,0.0,2.97,3.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.88,3.0
0.0,5.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,2.75,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.5,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.5,3.0
1.0,1.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,2.5,3.0
0.0,2.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,2.25,3.0
2.0,1.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0,2.25,3.0
0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,2.19,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.75,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.75,3.0
1.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,1.75,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.75,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.5,3.0
0.0,0.0,0.0,0.0,0.0,11.82,0.0,0.0,0.0,1.48,3.0
0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.25,3.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.83,3.0
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.75,3.0
1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.75,3.0
1.0,1.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.67,3.0
1.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.5,3.0
11.0,1.0,1.0,13.0,1.0,266.0,0.0,88.0,0.0,97.47,1.0
0.0,3.0,0.0,3.0,0.0,253.0,0.0,46.0,0.0,66.07,2.0
0.0,1.0,2.0,3.0,0.0,244.0,0.0,46.0,0.0,65.14,2.0
0.0,2.0,0.0,2.0,0.0,226.0,0.0,40.0,0.0,60.0,2.0
0.0,0.0,0.0,0.0,0.0,241.0,0.0,36.0,0.0,60.0,2.0
0.0,2.0,0.0,2.0,0.0,217.0,0.0,42.0,0.0,60.0,2.0
0.0,0.0,0.0,0.0,0.0,252.0,0.0,36.0,0.0,60.0,2.0
0.0,0.0,2.0,2.0,0.0,221.0,0.0,38.0,0.0,56.0,3.0
1.0,0.0,2.0,3.0,0.0,104.0,0.0,42.0,0.0,42.2,3.0
0.0,1.0,0.0,1.0,0.0,227.0,0.0,8.0,0.0,38.2,3.0
0.0,0.0,0.0,0.0,0.0,169.0,0.0,14.0,0.0,31.97,3.0
0.0,2.0,0.0,2.0,0.0,14.0,0.0,46.0,0.0,29.93,3.0
0.0,2.0,0.0,2.0,3.0,104.0,0.0,0.0,0.0,16.0,3.0
1.0,1.0,0.0,2.0,0.0,72.0,0.0,0.0,0.0,11.2,3.0
3.0,1.0,6.0,10.0,2.0,24.0,0.0,10.0,0.0,10.27,3.0
0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,7.8,3.0
1.0,1.0,0.0,2.0,0.0,40.0,0.0,0.0,0.0,5.33,3.0
0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.49,3.0
1.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,3.87,3.0
0.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
1.0,2.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
11.0,1.0,1.0,13.0,1.0,10.0,0.0,0.0,0.0,2.33,3.0
0.0,2.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,1.33,3.0
0.0,2.0,0.0,2.0,0.0,122.0,0.0,44.0,0.0,45.89,3.0
3.0,4.0,0.0,7.0,11.0,20.0,0.0,0.0,0.0,4.67,3.0
0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,2.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,1.87,3.0
0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.67,3.0
0.0,0.0,0.0,0.0,0.0,160.0,0.0,42.0,0.0,60.34,2.0
0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,20.0,49.67,3.0
1.0,2.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,2.0,0.0,2.0,1.0,10.0,0.0,0.0,30.0,8.5,3.0
0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,1.75,3.0
0.0,1.0,1.0,2.0,0.0,168.32,273.0,43.5,20.0,68.3,2.0
14.0,2.0,3.0,19.0,4.0,102.82,111.0,0.0,20.0,25.62,3.0
0.0,0.0,0.0,0.0,0.0,58.82,0.0,0.0,0.0,8.35,3.0
0.0,0.0,0.0,0.0,0.0,266.0,0.0,88.0,0.0,97.47,1.0
0.0,1.0,0.0,1.0,0.0,243.0,0.0,38.0,0.0,60.71,2.0
0.0,0.0,0.0,0.0,0.0,144.0,0.0,50.0,0.0,50.67,3.0
0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,16.0,3.0
0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,8.93,3.0
0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,5.33,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.33,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.33,3.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.33,3.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.67,3.0
0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,273.0,0.0,84.0,0.0,95.53,1.0
0.0,0.0,0.0,0.0,0.0,275.0,0.0,82.0,0.0,94.3,1.0
0.0,0.0,0.0,0.0,0.0,275.0,0.0,82.0,0.0,94.0,1.0
1.0,2.0,0.0,3.0,0.0,270.0,0.0,80.0,0.0,92.11,1.0
0.0,3.0,0.0,3.0,2.0,271.0,0.0,80.0,0.0,91.8,1.0
0.0,0.0,0.0,0.0,0.0,267.0,0.0,80.0,0.0,91.31,1.0
0.0,0.0,0.0,0.0,0.0,272.0,0.0,78.0,0.0,91.24,1.0
2.0,2.0,0.0,4.0,2.0,246.0,0.0,82.0,0.0,90.78,1.0
0.0,0.0,0.0,0.0,0.0,262.0,0.0,80.0,0.0,90.53,1.0
0.0,0.0,0.0,0.0,0.0,275.0,0.0,76.0,0.0,90.4,1.0
0.0,4.0,2.0,6.0,1.0,266.0,0.0,78.0,0.0,90.37,1.0
7.0,8.0,2.0,17.0,5.0,254.0,0.0,82.0,0.0,90.27,1.0
0.0,0.0,0.0,0.0,0.0,267.0,0.0,76.0,0.0,89.2,1.0
2.0,0.0,1.0,3.0,0.0,272.0,0.0,74.0,0.0,88.87,1.0
0.0,3.0,0.0,3.0,4.0,275.0,0.0,72.0,0.0,88.3,1.0
0.0,3.0,0.0,3.0,0.0,269.0,0.0,74.0,0.0,88.16,1.0
0.0,2.0,0.0,2.0,0.0,267.0,0.0,74.0,0.0,87.57,1.0
2.0,2.0,0.0,4.0,0.0,275.0,0.0,70.0,0.0,86.8,1.0
0.0,0.0,0.0,0.0,0.0,263.0,0.0,74.0,0.0,86.23,1.0
1.0,2.0,0.0,3.0,0.0,273.0,0.0,70.0,0.0,85.93,1.0
0.0,0.0,0.0,0.0,0.0,243.0,0.0,78.0,0.0,85.7,1.0
0.0,5.0,2.0,7.0,0.0,251.0,0.0,74.0,0.0,85.57,1.0
3.0,1.0,0.0,4.0,0.0,253.5,0.0,70.0,0.0,83.38,1.0
1.0,1.0,0.0,2.0,0.0,239.5,0.0,70.0,0.0,80.93,1.0
0.0,2.0,0.0,2.0,0.0,258.0,0.0,66.0,0.0,80.5,1.0
6.0,1.0,0.0,7.0,2.0,209.0,0.0,76.0,0.0,80.4,1.0
0.0,0.0,0.0,0.0,0.0,221.0,0.0,72.0,0.0,77.26,2.0
1.0,0.0,1.0,2.0,0.0,241.0,0.0,62.0,0.0,75.86,2.0
2.0,4.0,0.0,6.0,0.0,226.0,0.0,40.0,0.0,57.17,3.0
1.0,0.0,1.0,2.0,0.0,261.0,0.0,24.0,0.0,56.06,3.0
3.0,2.0,1.0,6.0,13.0,114.0,0.0,56.0,0.0,55.43,3.0
1.0,0.0,2.0,3.0,0.0,209.5,0.0,26.0,0.0,51.14,3.0
0.0,0.0,0.0,0.0,0.0,200.0,0.0,30.0,0.0,51.07,3.0
0.0,0.0,0.0,0.0,0.0,244.0,0.0,20.0,0.0,49.86,3.0
14.0,2.0,3.0,19.0,4.0,122.0,0.0,44.0,0.0,45.89,3.0
0.0,0.0,0.0,0.0,0.0,164.0,0.0,28.0,0.0,40.06,3.0
0.0,0.0,0.0,0.0,0.0,150.0,0.0,18.0,0.0,37.97,3.0
3.0,1.0,0.0,4.0,1.0,166.0,0.0,14.0,0.0,35.78,3.0
0.0,4.0,0.0,4.0,1.0,100.0,0.0,28.0,0.0,33.35,3.0
5.0,7.0,2.0,14.0,1.0,148.0,0.0,12.0,0.0,30.12,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,15.6,3.0
1.0,2.0,2.0,5.0,1.0,90.0,0.0,0.0,0.0,14.0,3.0
1.0,2.0,0.0,3.0,1.0,64.0,0.0,0.0,0.0,11.53,3.0
2.0,1.0,1.0,4.0,0.0,68.0,0.0,0.0,0.0,11.07,3.0
0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,10.13,3.0
16.0,5.0,3.0,24.0,0.0,50.0,0.0,0.0,0.0,8.6,3.0
0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,7.33,3.0
2.0,1.0,0.0,3.0,0.0,40.0,0.0,0.0,0.0,7.2,3.0
0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,7.0,3.0
0.0,2.0,0.0,2.0,2.0,38.0,0.0,0.0,0.0,6.73,3.0
0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,6.67,3.0
0.0,1.0,1.0,2.0,0.0,32.0,0.0,0.0,0.0,6.2,3.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,6.0,3.0
1.0,2.0,0.0,3.0,0.0,32.0,0.0,0.0,0.0,5.67,3.0
0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,5.07,3.0
0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,4.8,3.0
0.0,1.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,4.67,3.0
0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.67,3.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,4.67,3.0
1.0,1.0,0.0,2.0,0.0,22.0,0.0,0.0,0.0,4.47,3.0
0.0,3.0,0.0,3.0,1.0,18.0,0.0,0.0,0.0,4.33,3.0
0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,4.0,3.0
0.0,2.0,0.0,2.0,4.0,18.0,0.0,0.0,0.0,4.0,3.0
0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,3.0
0.0,2.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,3.67,3.0
0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.67,3.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,3.0
1.0,0.0,1.0,2.0,0.0,12.0,0.0,0.0,0.0,3.0,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.67,3.0
1.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,1.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.67,3.0
0.0,1.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.67,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.33,3.0
0.0,1.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,2.3,3.0
2.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,2.07,3.0
0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
1.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
2.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
3.0,43.0,0.0,46.0,34.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.87,3.0
3.0,3.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,1.33,3.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.33,3.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.33,3.0
0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.33,3.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.33,3.0
1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.67,3.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.67,3.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.67,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,160.0,0.0,42.0,0.0,60.34,2.0
0.0,2.0,0.0,2.0,1.0,80.0,0.0,18.0,0.0,26.64,3.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.08,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,10.0,0.0,10.0,1.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,4.79,3.0
0.0,5.0,3.0,8.0,19.0,87.0,139.0,0.0,10.0,23.01,3.0
1.0,2.0,1.0,4.0,0.0,24.5,17.0,0.0,0.0,5.02,3.0
