post,reply,comment,total,liked,test_grade,homework_grade,exam_grade,discussion_grade,final_grade,grade_level
0.0,6.0,0.0,6.0,0.0,25.66,0.0,0.0,80.0,71.44,2.0
0.0,9.0,0.0,9.0,0.0,38.0,0.0,0.0,60.0,71.0,2.0
0.0,8.0,0.0,8.0,0.0,7.0,0.0,0.0,100.0,67.0,2.0
0.0,9.0,0.0,9.0,0.0,7.0,0.0,0.0,100.0,67.0,2.0
0.0,8.0,0.0,8.0,0.0,6.0,0.0,0.0,100.0,66.0,2.0
0.0,7.0,0.0,7.0,0.0,28.0,0.0,0.0,60.0,62.87,2.0
0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
5.0,4.0,0.0,9.0,2.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
2.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
1.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
1.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
1.0,8.0,0.0,9.0,6.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,7.0,0.0,7.0,0.0,12.0,0.0,0.0,60.0,51.0,3.0
0.0,8.0,0.0,8.0,0.0,35.5,0.0,0.0,20.0,44.46,3.0
0.0,9.0,0.0,9.0,0.0,43.0,0.0,0.0,0.0,39.0,3.0
0.0,9.0,0.0,9.0,9.0,40.5,0.0,0.0,0.0,36.83,3.0
0.0,7.0,0.0,7.0,0.0,40.0,0.0,0.0,0.0,36.33,3.0
0.0,7.0,0.0,7.0,0.0,36.0,0.0,0.0,0.0,33.87,3.0
0.0,8.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,8.0,0.0,8.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,7.0,0.0,7.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,7.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,9.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,7.0,0.0,7.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
0.0,7.0,0.0,7.0,11.0,5.0,0.0,0.0,0.0,33.33,3.0
0.0,9.0,0.0,9.0,1.0,58.0,14.0,0.0,0.0,6.89,3.0
0.0,8.0,0.0,8.0,0.0,35.0,0.0,73.5,0.0,43.79,3.0
0.0,6.0,0.0,6.0,0.0,412.0,270.0,100.0,0.0,99.87,1.0
0.0,9.0,0.0,9.0,0.0,365.0,371.0,75.0,0.0,86.23,1.0
0.0,9.0,0.0,9.0,0.0,141.0,59.0,77.0,0.0,46.92,3.0
0.0,7.0,0.0,7.0,0.0,157.5,39.0,76.0,0.0,46.14,3.0
0.0,7.0,0.0,7.0,0.0,154.5,19.0,76.0,0.0,43.59,3.0
0.0,4.0,1.0,5.0,0.0,152.5,37.0,0.0,0.0,14.03,3.0
0.0,4.0,2.0,6.0,0.0,112.64,38.0,0.0,0.0,9.06,3.0
0.0,6.0,0.0,6.0,0.0,69.0,19.0,0.0,0.0,7.08,3.0
0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.43,3.0
0.0,5.0,0.0,5.0,1.0,25.0,24.0,97.0,0.0,47.2,3.0
0.0,5.0,0.0,5.0,0.0,3.5,0.0,0.0,0.0,1.17,3.0
0.0,5.0,0.0,5.0,0.0,108.0,140.0,0.0,0.0,23.5,3.0
0.0,5.0,0.0,5.0,0.0,34.0,23.25,0.0,0.0,7.77,3.0
0.0,5.0,0.0,5.0,0.0,172.5,280.5,113.32,40.0,79.74,2.0
0.0,5.0,0.0,5.0,0.0,10.0,46.0,0.0,0.0,4.65,3.0
0.0,5.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,15.47,3.0
0.0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,1.33,3.0
0.0,5.0,0.0,5.0,0.0,234.0,0.0,16.0,0.0,43.94,3.0
0.0,5.0,0.0,5.0,0.0,43.0,0.0,0.0,100.0,99.33,1.0
0.0,5.0,0.0,5.0,0.0,43.0,0.0,0.0,100.0,99.0,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.67,1.0
0.0,5.0,0.0,5.0,1.0,42.0,0.0,0.0,100.0,98.67,1.0
0.0,6.0,0.0,6.0,3.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,1.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,100.0,98.33,1.0
0.0,6.0,0.0,6.0,1.0,41.0,0.0,0.0,100.0,98.0,1.0
0.0,5.0,0.0,5.0,0.0,41.5,0.0,0.0,100.0,97.83,1.0
0.0,5.0,0.0,5.0,0.0,41.5,0.0,0.0,100.0,97.83,1.0
0.0,5.0,0.0,5.0,0.0,41.32,0.0,0.0,100.0,97.73,1.0
0.0,6.0,0.0,6.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,5.0,0.0,5.0,0.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,5.0,0.0,5.0,5.0,41.0,0.0,0.0,100.0,97.33,1.0
0.0,6.0,0.0,6.0,1.0,40.5,0.0,0.0,100.0,97.27,1.0
0.0,6.0,0.0,6.0,0.0,40.0,0.0,0.0,100.0,97.0,1.0
0.0,5.0,0.0,5.0,0.0,40.0,0.0,0.0,100.0,97.0,1.0
0.0,5.0,0.0,5.0,1.0,40.0,0.0,0.0,100.0,97.0,1.0
0.0,5.0,0.0,5.0,4.0,40.0,0.0,0.0,100.0,96.67,1.0
0.0,5.0,0.0,5.0,0.0,39.0,0.0,0.0,100.0,96.11,1.0
0.0,5.0,0.0,5.0,0.0,40.0,0.0,0.0,100.0,96.07,1.0
0.0,5.0,0.0,5.0,0.0,39.0,0.0,0.0,100.0,96.0,1.0
0.0,5.0,0.0,5.0,0.0,38.82,0.0,0.0,100.0,95.73,1.0
0.0,5.0,0.0,5.0,0.0,38.5,0.0,0.0,100.0,95.5,1.0
0.0,5.0,0.0,5.0,0.0,38.5,0.0,0.0,100.0,95.5,1.0
0.0,6.0,0.0,6.0,0.0,38.0,0.0,0.0,100.0,95.33,1.0
0.0,5.0,0.0,5.0,1.0,39.5,0.0,0.0,100.0,95.23,1.0
0.0,5.0,0.0,5.0,0.0,39.0,0.0,0.0,100.0,95.18,1.0
0.0,5.0,0.0,5.0,0.0,38.5,0.0,0.0,100.0,95.17,1.0
0.0,5.0,0.0,5.0,0.0,38.5,0.0,0.0,100.0,95.11,1.0
0.0,5.0,0.0,5.0,4.0,37.5,0.0,0.0,100.0,94.87,1.0
0.0,5.0,0.0,5.0,0.0,37.32,0.0,0.0,100.0,94.73,1.0
0.0,4.0,2.0,6.0,0.0,38.0,0.0,0.0,100.0,94.4,1.0
0.0,6.0,0.0,6.0,0.0,36.0,0.0,0.0,100.0,92.4,1.0
0.0,5.0,0.0,5.0,0.0,35.5,0.0,0.0,100.0,92.18,1.0
0.0,4.0,0.0,4.0,0.0,34.0,0.0,0.0,100.0,92.0,1.0
1.0,4.0,1.0,6.0,0.0,32.82,0.0,0.0,100.0,90.82,1.0
0.0,4.0,0.0,4.0,0.0,32.0,0.0,0.0,100.0,90.33,1.0
0.0,5.0,0.0,5.0,0.0,33.5,0.0,0.0,100.0,89.81,1.0
0.0,4.0,0.0,4.0,0.0,44.0,0.0,0.0,80.0,88.0,1.0
0.0,4.0,0.0,4.0,0.0,27.5,0.0,0.0,100.0,86.44,1.0
0.0,5.0,0.0,5.0,0.0,42.0,0.0,0.0,80.0,86.33,1.0
2.0,4.0,0.0,6.0,1.0,42.0,0.0,0.0,80.0,86.33,1.0
0.0,6.0,0.0,6.0,1.0,41.5,0.0,0.0,80.0,85.83,1.0
0.0,6.0,0.0,6.0,5.0,40.0,0.0,0.0,80.0,85.0,1.0
0.0,4.0,0.0,4.0,0.0,39.5,0.0,0.0,80.0,84.56,2.0
0.0,4.0,1.0,5.0,0.0,39.0,0.0,0.0,80.0,84.2,2.0
0.0,3.0,0.0,3.0,0.0,38.5,0.0,0.0,80.0,83.07,2.0
0.0,4.0,0.0,4.0,1.0,24.0,0.0,0.0,100.0,80.6,2.0
0.0,6.0,0.0,6.0,1.0,22.0,0.0,0.0,100.0,79.76,2.0
0.0,3.0,0.0,3.0,0.0,32.0,0.0,0.0,80.0,78.33,2.0
0.0,3.0,0.0,3.0,0.0,30.0,0.0,0.0,80.0,76.67,2.0
0.0,5.0,0.0,5.0,0.0,43.0,0.0,0.0,60.0,75.0,2.0
0.0,3.0,0.0,3.0,0.0,43.0,0.0,0.0,60.0,75.0,2.0
0.0,4.0,0.0,4.0,2.0,16.16,0.0,0.0,100.0,74.96,2.0
0.0,3.0,0.0,3.0,0.0,42.0,0.0,0.0,60.0,74.33,2.0
0.0,3.0,0.0,3.0,2.0,41.0,0.0,0.0,60.0,73.33,2.0
0.0,3.0,0.0,3.0,0.0,41.0,0.0,0.0,60.0,73.33,2.0
1.0,4.0,0.0,5.0,0.0,39.0,0.0,0.0,60.0,72.33,2.0
0.0,6.0,0.0,6.0,0.0,25.16,0.0,0.0,80.0,72.31,2.0
0.0,3.0,0.0,3.0,0.0,39.0,0.0,0.0,60.0,72.0,2.0
0.0,3.0,0.0,3.0,0.0,39.0,0.0,0.0,60.0,71.4,2.0
0.0,3.0,0.0,3.0,0.0,38.0,0.0,0.0,60.0,70.4,2.0
0.0,6.0,0.0,6.0,0.0,37.0,0.0,0.0,60.0,70.0,2.0
0.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,100.0,67.0,2.0
0.0,5.0,0.0,5.0,0.0,31.0,0.0,0.0,60.0,65.67,2.0
0.0,5.0,0.0,5.0,0.0,44.0,0.0,0.0,40.0,64.0,2.0
0.0,6.0,0.0,6.0,0.0,29.0,0.0,0.0,60.0,63.4,2.0
0.0,6.0,0.0,6.0,0.0,42.0,0.0,0.0,40.0,62.33,2.0
0.0,6.0,0.0,6.0,0.0,41.0,0.0,0.0,40.0,61.67,2.0
0.0,6.0,0.0,6.0,0.0,10.0,0.0,0.0,80.0,61.0,2.0
0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,2.0,0.0,2.0,0.0,39.0,0.0,0.0,40.0,60.0,2.0
0.0,2.0,0.0,2.0,0.0,39.0,0.0,0.0,40.0,60.0,2.0
0.0,2.0,0.0,2.0,0.0,24.5,0.0,0.0,60.0,58.63,3.0
0.0,2.0,0.0,2.0,0.0,20.0,0.0,0.0,60.0,58.0,3.0
0.0,2.0,0.0,2.0,0.0,33.0,0.0,0.0,40.0,55.0,3.0
1.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,80.0,53.5,3.0
0.0,3.0,0.0,3.0,0.0,21.0,0.0,0.0,40.0,47.0,3.0
0.0,3.0,0.0,3.0,1.0,20.5,0.0,0.0,40.0,46.56,3.0
0.0,4.0,0.0,4.0,0.0,20.5,0.0,0.0,40.0,46.5,3.0
0.0,6.0,0.0,6.0,0.0,20.5,0.0,0.0,40.0,46.5,3.0
1.0,1.0,1.0,3.0,0.0,19.32,0.0,0.0,40.0,45.51,3.0
0.0,2.0,1.0,3.0,0.0,19.32,0.0,0.0,40.0,45.45,3.0
0.0,5.0,0.0,5.0,0.0,19.5,0.0,0.0,40.0,44.96,3.0
0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,60.0,44.0,3.0
0.0,4.0,1.0,5.0,0.0,6.5,0.0,0.0,60.0,42.5,3.0
0.0,2.0,0.0,2.0,0.0,16.0,0.0,0.0,40.0,42.44,3.0
0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,60.0,42.0,3.0
0.0,2.0,0.0,2.0,0.0,31.0,0.0,0.0,20.0,41.67,3.0
0.0,3.0,1.0,4.0,0.0,30.5,0.0,0.0,20.0,41.22,3.0
0.0,2.0,0.0,2.0,0.0,29.0,0.0,0.0,20.0,40.33,3.0
0.0,4.0,0.0,4.0,0.0,12.0,0.0,0.0,40.0,39.0,3.0
0.0,3.0,0.0,3.0,0.0,11.5,0.0,0.0,40.0,38.5,3.0
0.0,2.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,38.33,3.0
0.0,5.0,0.0,5.0,0.0,11.0,0.0,0.0,40.0,38.0,3.0
1.0,1.0,0.0,2.0,0.0,41.0,0.0,0.0,0.0,37.67,3.0
0.0,3.0,0.0,3.0,0.0,10.5,0.0,0.0,40.0,37.5,3.0
3.0,0.0,0.0,3.0,0.0,1.5,0.0,0.0,60.0,37.5,3.0
1.0,2.0,0.0,3.0,0.0,11.0,0.0,0.0,40.0,37.4,3.0
0.0,2.0,0.0,2.0,0.0,40.5,0.0,0.0,0.0,36.83,3.0
0.0,2.0,0.0,2.0,0.0,40.0,0.0,0.0,0.0,36.67,3.0
0.0,2.0,0.0,2.0,0.0,39.0,0.0,0.0,0.0,36.33,3.0
0.0,6.0,0.0,6.0,0.0,39.5,0.0,0.0,0.0,36.27,3.0
0.0,2.0,0.0,2.0,0.0,39.0,0.0,0.0,0.0,36.0,3.0
2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,36.0,3.0
0.0,2.0,1.0,3.0,0.0,38.0,0.0,0.0,0.0,35.0,3.0
0.0,2.0,0.0,2.0,0.0,21.0,0.0,0.0,20.0,35.0,3.0
0.0,2.0,0.0,2.0,0.0,38.0,0.0,0.0,0.0,34.73,3.0
0.0,2.0,1.0,3.0,0.0,37.0,0.0,0.0,0.0,34.22,3.0
0.0,4.0,0.0,4.0,0.0,10.5,0.0,0.0,40.0,33.89,3.0
0.0,2.0,0.0,2.0,0.0,34.0,0.0,0.0,0.0,32.0,3.0
0.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,40.0,31.0,3.0
0.0,2.0,0.0,2.0,1.0,33.0,0.0,0.0,0.0,31.0,3.0
0.0,1.0,4.0,5.0,0.0,7.0,0.0,0.0,40.0,31.0,3.0
0.0,5.0,0.0,5.0,0.0,7.0,0.0,0.0,40.0,31.0,3.0
1.0,2.0,0.0,3.0,0.0,6.5,0.0,0.0,40.0,30.5,3.0
1.0,1.0,0.0,2.0,0.0,32.32,0.0,0.0,0.0,30.4,3.0
0.0,5.0,0.0,5.0,0.0,32.0,0.0,0.0,0.0,30.0,3.0
0.0,5.0,0.0,5.0,0.0,5.5,0.0,0.0,40.0,29.5,3.0
0.0,0.0,2.0,2.0,0.0,31.5,0.0,0.0,0.0,28.47,3.0
0.0,3.0,0.0,3.0,0.0,28.5,0.0,0.0,0.0,26.23,3.0
0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,24.0,3.0
0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,40.0,24.0,3.0
1.0,0.0,2.0,3.0,0.0,19.5,0.0,0.0,0.0,21.5,3.0
0.0,5.0,0.0,5.0,0.0,17.82,0.0,0.0,0.0,19.3,3.0
0.0,3.0,0.0,3.0,2.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,5.0,0.0,5.0,0.0,6.5,0.0,0.0,20.0,18.5,3.0
3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,12.0,3.0
0.0,6.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,11.4,3.0
0.0,5.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,9.8,3.0
0.0,3.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,7.0,3.0
0.0,6.0,0.0,6.0,0.0,6.5,0.0,0.0,0.0,6.5,3.0
0.0,5.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,6.0,0.0,6.0,5.0,14.0,0.0,0.0,0.0,66.67,2.0
0.0,5.0,0.0,5.0,0.0,17.0,0.0,0.0,0.0,61.9,2.0
0.0,4.0,0.0,4.0,0.0,42.0,0.0,0.0,0.0,9.45,3.0
0.0,5.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,3.17,3.0
0.0,2.0,0.0,2.0,0.0,201.0,119.0,91.0,0.0,65.18,2.0
0.0,0.0,0.0,0.0,0.0,135.0,60.0,88.0,0.0,51.02,3.0
0.0,2.0,0.0,2.0,0.0,141.0,89.0,73.0,0.0,45.23,3.0
1.0,5.0,0.0,6.0,0.0,90.0,70.0,80.0,0.0,41.92,3.0
0.0,10.0,0.0,10.0,2.0,57.0,15.0,33.0,0.0,17.07,3.0
0.0,0.0,0.0,0.0,0.0,66.0,19.0,0.0,0.0,6.98,3.0
0.0,2.0,0.0,2.0,0.0,24.0,40.0,0.0,0.0,5.4,3.0
0.0,2.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,2.22,3.0
0.0,10.0,0.0,10.0,2.0,13.0,12.0,0.0,0.0,1.43,3.0
0.0,5.0,0.0,5.0,0.0,14.0,12.0,0.0,0.0,3.94,3.0
0.0,10.0,0.0,10.0,2.0,11.0,20.0,0.0,0.0,7.33,3.0
0.0,5.0,0.0,5.0,0.0,161.46,282.84,46.32,20.0,72.29,2.0
4.0,4.0,1.0,9.0,3.0,0.0,0.0,0.0,10.0,2.0,3.0
0.0,12.0,0.0,12.0,3.0,126.64,207.5,0.0,100.0,53.04,3.0
0.0,1.0,1.0,2.0,0.0,138.64,281.5,59.0,50.0,48.08,3.0
0.0,2.0,0.0,2.0,0.0,79.82,0.0,33.0,0.0,31.85,3.0
0.0,2.0,0.0,2.0,0.0,207.0,0.0,60.0,0.0,83.02,1.0
1.0,4.0,0.0,5.0,11.0,42.0,0.0,0.0,100.0,98.67,1.0
0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,100.0,98.0,1.0
0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,100.0,98.0,1.0
0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,100.0,92.0,1.0
0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,80.0,87.33,1.0
0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,80.0,86.33,1.0
0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,60.0,2.0
0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,20.0,50.0,3.0
0.0,2.0,0.0,2.0,0.0,41.0,0.0,0.0,20.0,49.67,3.0
0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,20.0,49.33,3.0
0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,20.0,49.33,3.0
0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,20.0,48.0,3.0
0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,20.0,43.0,3.0
0.0,2.0,0.0,2.0,0.0,22.5,0.0,0.0,40.0,42.78,3.0
0.0,2.0,0.0,2.0,0.0,32.0,0.0,0.0,20.0,42.33,3.0
0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,20.0,42.33,3.0
0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,20.0,40.5,3.0
0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,40.0,3.0
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,40.0,39.0,3.0
0.0,0.0,0.0,0.0,0.0,28.5,0.0,0.0,20.0,38.96,3.0
0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,38.33,3.0
0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,38.33,3.0
0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,38.33,3.0
0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,38.0,3.0
0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,36.0,3.0
0.0,1.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,36.0,3.0
0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,35.0,3.0
0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,35.0,3.0
0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,35.0,3.0
0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,35.0,3.0
0.0,2.0,0.0,2.0,0.0,38.0,0.0,0.0,0.0,35.0,3.0
0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,34.0,3.0
0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,33.19,3.0
0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,30.33,3.0
0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,20.0,29.33,3.0
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.0,27.0,3.0
0.0,0.0,2.0,2.0,0.0,12.0,0.0,0.0,20.0,27.0,3.0
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,20.0,27.0,3.0
0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,20.0,26.5,3.0
0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,20.0,26.0,3.0
0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,20.0,24.58,3.0
0.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,20.0,20.16,3.0
0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,20.06,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.0,19.0,3.0
0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,20.0,18.5,3.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,20.0,18.0,3.0
0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,20.0,17.5,3.0
0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,20.0,16.5,3.0
0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,16.0,3.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.4,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,3.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,3.0
1.0,15.0,1.0,17.0,5.0,6.5,0.0,0.0,0.0,6.5,3.0
0.0,9.0,0.0,9.0,3.0,6.0,0.0,0.0,0.0,6.0,3.0
7.0,5.0,0.0,12.0,12.0,28.0,0.0,0.0,0.0,100.0,1.0
0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
2.0,2.0,0.0,4.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
4.0,4.0,1.0,9.0,3.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,7.0,1.0,8.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
1.0,5.0,1.0,7.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
3.0,1.0,1.0,5.0,1.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,3.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,4.0,0.0,4.0,1.0,26.0,0.0,0.0,0.0,95.24,1.0
0.0,5.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,95.24,1.0
2.0,3.0,0.0,5.0,1.0,26.0,0.0,0.0,0.0,95.24,1.0
3.0,5.0,13.0,21.0,13.0,26.0,0.0,0.0,0.0,95.24,1.0
